id,gamename,secretkey,description,queryport,backendflags,disabledservices,keylist,keytypelist
1720,keuthendev,TtEZQR,Keuthen.net Development,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1721,keuthendevam,TtEZQR,Keuthen.net Development Automatch,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1722,mclub4ps3,GQ8VXR,Midnight Club 4 (PS3),6500,0,0,,
1723,mclub4ps3am,,Midnight Club 4  Automatch (PS3),6500,0,0,,
1724,mclub4xbox,GQ8VXR,Midnight Club 4 (Xbox360),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1725,mclub4xboxam,,Midnight Club 4  Automatch (Xbox360),6500,0,0,,
1726,girlssecretds,kNcVft,Girls Secret Diary (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1727,ut3pc,nT2Mtz,Unreal Tournament 3 (PC),6500,128,0,,
1728,ut3pcam,,Unreal Tournament 3  Automatch (PC),6500,128,0,,
1729,ut3pcd,KTiJdD,Unreal Tournament 3  Demo (PC),6500,128,0,,
1730,ecorisds,dL9zd8,Ecoris (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1731,ww2btanks,NcQeTO,WWII Battle Tanks: T-34 vs Tiger,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1732,genesisr,sbCDkj,Genesis Rising,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1733,tpfolpc,svJqvE,Turning Point: Fall of Liberty (PC),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1734,tpfolpcam,,Turning Point: Fall of Liberty  Automatch (PC),6500,0,0,,
1735,tpfolpcd,,Turning Point: Fall of Liberty  Demo (PC),6500,0,0,,
1736,tpfolps3,svJqvE,Turning Point: Fall of Liberty (PS3),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1737,tpfolps3am,,Turning Point: Fall of Liberty  Automatch (PS3),6500,0,0,,
1738,hsmusicalds,Em72Cr,High School Musical (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1739,cardheroesds,xnSA6P,Card Heroes (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1740,metprime3wii,i8sP5E,Metroid Prime 3 (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1741,Digidwndskds,SEmI1f,Digimon World Dawn/Dusk (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1742,worldshiftpc,7gBmF4,WorldShift (PC),6500,0,0,\\country\\gameflags\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password\\pvpplayers\\transportid,\\0\\0\\0\\0\\0\\0\\0\\1\\1\\0\\0\\0
1743,worldshiftpcam,,WorldShift  Automatch (PC),6500,0,0,,
1744,worldshiftpcd,,WorldShift  Demo (PC),6500,0,0,,
1745,kingclubsds,rL9dOy,King of Clubs (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1746,MSolympicwii,i6lEcz,Mario & Sonic at the Olympic Games (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1747,ingenious,HiBpaV,Ingenious,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1748,potco,wnYrOe,Pirates of the Caribbean Online,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1749,madden08ds,wFuf7q,Madden NFL 08 (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1750,vanguardsoh,QVrtku,Vanguard Saga of Heroes,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1751,fury,KOMenT,Fury,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1752,twoods08ds,nNgv7v,Tiger Woods 08 (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1753,otonazenshuds,nWsT7z,Otona no DS Bungaku Zenshu (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1754,bestfriendds,i7Sk5y,Best Friend - Main Pferd (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1755,nindev,EdD7Ve,Nintendo Network Development Testing,6500,0,0,,
1756,quakewarset,i0hvyr,Enemy Territory: Quake Wars,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1757,momotarodends,gro5rK,Momotaro Dentetsu 16 ~ Hokkaido Daiido no Maki! (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1758,gwgalaxiesds,85buOw,Geometry Wars Galaxies (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1759,gwgalaxieswii,o3G7J2,Geometry Wars Galaxies (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1760,hrollerzds,ih5ZOl,Homies Rollerz (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1761,dungeonr,RibMFo,Dungeon Runners,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1762,dirtdemo,Twesup,DiRT Demo,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1763,nameneverds,oL7dO2,Nameless Neverland (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1764,proyakyuds,Nv5Em6,Pro Yakyu Famisute DS (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1765,foreverbwii,K7bZgf,Forever Blue (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1766,ee3alpha,VQibCm,Empire Earth III Alpha,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1767,rachelwood,L2muET,Rachel Wood Test Game Name,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1768,officersgwupc,xSK6e5,Officers: God With Us,6500,0,0,\\country\\fraglimit\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password\\timelimit,\\0\\0\\0\\0\\0\\0\\0\\1\\1\\0\\0
1769,officersgwupcam,xSK6e5,Officers: God With Us Automatch,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1770,swordotnw,TkDsNE,Sword of the New World,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1771,nfsprostds,1Xq6Ru,Need for Speed Pro Street (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1772,commandpc,rSRJDr,Commanders: Attack!,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1773,commandpcam,rSRJDr,Commanders: Attack! Automatch,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1774,whamdowfr,pXL838,"Warhammer 40,000: Dawn of War - Soulstorm",6500,0,0,\\country\\gamemode\\gametype\\gamevariant\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password\\teamplay,\\0\\0\\0\\0\\0\\0\\0\\1\\1\\0\\0
1775,whamdowfram,pXL838,"Warhammer 40,000: Dawn of War - Final Reckoning Automatch",6500,0,0,\\country\\gamemode\\gametype\\gamevariant\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password\\teamplay,\\0\\0\\0\\0\\0\\0\\0\\1\\1\\0\\0
1776,shirenUSEUds,bo4NTp,Mysterious Dungeon: Shiren the Wanderer DS (US-EU) (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1777,sporeds,5kq9Pf,Spore (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1778,mysecretsds,Cz5NpG,My Secrets (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1779,nights2wii,Wo9FKJ,NiGHTS: Journey of Dreams (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1780,tgstadiumwii,w1pKbR,Table Game Stadium (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1781,lovegolfwii,mToBwA,Wii Love Golf (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1782,hookedfishwii,q7ghtd,Hooked! Real Motion Fishing (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1783,tankbattlesds,kJl1BG,Tank Battles (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1784,anarchyonline,ThLopr,Anarchy Online,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1785,hookedEUwii,qLaV1p,Hooked! Real Motion Fishing (EU) (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1786,hookedJPNwii,m4JMgN,Hooked! Real Motion Fishing (JPN) (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1787,tankbeatEUds,Zc4TGh,Tank Beat (EU) (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1788,farcry,HkXyNJ,Far Cry,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1789,yugiohwc08ds,X6i4ay,Yu-Gi-Oh! World Championship 2008 (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1790,trackfieldds,zC5kgT,International Track & Field (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1791,quakewarsetb,i0hvyr,Enemy Territory: Quake Wars Beta,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1792,RKMvalleyds,3lwaZW,River King: Mystic Valley (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1793,DSwars2ds,fF4Wtd,DS Wars 2 (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1794,cdkeys,QcpyWG,CD Key Admin Site Testing,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1795,wordjongds,V6dC1l,Word Jong - US (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1796,raymanrr2wii,Dd8tS2,Rayman Raving Rabbids 2 (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1797,nanostray2ds,grOpw9,Nanostray 2 (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1798,guitarh3wii,O5imMd,Guitar Hero 3 (Wii),6500,0,0,,
1799,suddenstrike3,QNiEOS,Sudden Strike 3: Arms for Victory,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1800,segatennisps3,RvJsgM,Sega SuperStars Tennis (PS3),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1801,segatennisps3am,RvJsgM,Sega SuperStars Tennis Automatch,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1802,dfriendsEUds,AoJWo6,Disney Friends DS (EU),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1803,fifa08ds,zLTgc4,FIFA 08 Soccer (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1804,suitelifeds,q3Vrvd,Suite Life of Zack & Cody: Circle of Spies (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1805,dragladeds,wPb9aW,Draglade (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1806,takoronUSwii,3hzhvW,Takoron (US) (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1807,dragonbzUSwii,5tRJqr,Dragonball Z: Tenkaichi 3 (US) (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1808,arkanoidds,QxU6hI,Arkanoid DS (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1809,rfactory2ds,lo8Vq8,Rune Factory 2 (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1810,dow,VLxgwe,Dawn of War,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1811,nitrobikewii,viBXma,Nitrobike (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1812,bokujyods,O5ZdFP,Bokujyo Monogatari Himawari Shoto wa Oosawagi! (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1813,WSWelevenwii,aFJW2D,World Soccer Winning Eleven Wii (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1814,cc3xp1,BhcJLQ,Command & Conquer 3: Expansion Pack 1,6500,0,0,,
1815,cc3xp1am,BhcJLQ,Command & Conquer 3: Expansion Pack 1 Automatch,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1816,pachgundamwii,w101rF,Pachisuro Kido Senshi Gundam Aisenshi Hen (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1817,newgamename,3I7iFz,dhdh,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1818,newgamenameam,3I7iFz,dhdh Automatch,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1819,gsTiaKreisDS,p4oT53,Genso Suikokuden TiaKreis (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1820,ultimateMKds,irQTn8,Ultimate Mortal Kombat (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1821,MLBallstarsds,KT8yGE,Major League Baseball Fantasy All-Stars (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1822,wicb,SITsUf,World in Conflict Beta,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1823,ee3beta,tvbRKD,Empire Earth III Beta,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1824,WSWeleven07ds,sb2kFV,World Soccer Winning Eleven DS 2007 (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1825,mafia2pc,HgPhRC,Mafia 2 (PC),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1826,mafia2pcam,,Mafia 2  Automatch (PC),6500,0,0,,
1827,mafia2ps3,cn3EpM,Mafia 2 (PS3),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1828,mafia2ps3am,,Mafia 2  Automatch (PS3),6500,0,0,,
1829,chocotokiwii,uxXJS3,Chocobo no Fushigina Dungeon: Toki-Wasure no Meikyu (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1830,zeroGds,ViuPw7,ZeroG (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1831,suitelifeEUds,7AyK8d,Suite Life of Zack & Cody: Circle of Spies (EU) (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1832,furaishi3wii,xK58W8,Furai no Shiren 3 Karakuri Yashiki no Nemuri Hime (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1833,ben10bb,bwV3xN,Ben 10 Bounty Battle,6500,0,0,\\country\\fraglimit\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password\\subtitle\\timelimit,\\0\\0\\0\\0\\0\\0\\0\\1\\1\\0\\0\\0
1834,ben10bbam,bwV3xN,Ben 10 Bounty Battle Automatch,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1835,risingeagleg,qVcJOg,Rising Eagle,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1836,timeshiftg,PAWCeH,Timeshift,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1837,cadZ2JPwii,Z5bgxv,Caduceus Z2 (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1838,rockmanBSDds,bNM3ah,Rockman 2 - Berserk: Shinobi / Dinosaur (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1839,THPGds,oucE6T,Tony Hawks Proving Ground (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1840,birhhpc,sPZGCy,Brothers In Arms: Hell's Highway (PC),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1841,birhhpcam,sPZGCy,Brothers In Arms: Hell's Highway Automatch (PC),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1842,birhhps3,HrDRqe,Brothers In Arms: Hell's Highway (PS3),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1843,birhhps3am,HrDRqe,Brothers In Arms: Hell's Highway Clone Automatch (PS3),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1844,sakuraTDDds,Kw2K7t,Sakura Taisen Dramatic Dungeon - Kimiarugatame (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1845,fsxa,edkTBp,Flight Simulator X: Acceleration,6500,0,0,\\country\\gamemode\\gamename\\gamever\\hostname\\hplane\\location\\mapname\\maxplayers\\nreserv\\nshare\\numplayers\\password\\pflags\\vcbr\\weather,\\0\\0\\0\\0\\0\\0\\0\\0\\1\\0\\0\\1\\0\\0\\0\\0
1846,fsxaam,edkTBp,Flight Simulator X: Acceleration Automatch,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1847,ee3,dObLWQ,Empire Earth 3,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
1848,nwn2mac,m8NeTP,NeverWinter Nights 2 (MAC),6500,0,0,\\country\\gamemode\\gametype\\hostname\\language\\location\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\0\\1\\1\\0
1849,nwn2macam,,NeverWinter Nights 2  Automatch (MAC),6500,0,0,,
1850,greconawf2g,pdhHKC,Ghost Recon Advanced Warfighter 2,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
